11 11
-15	-3.24E-16	15
-13.6045344	2.2001247	15
-11.1393792	3.9113328	15
-7.8719568	5.1336243	15
-4.0696896	5.8669992	15
-4.44E-16	6.1114575	15
4.0696896	5.8669992	15
7.8719568	5.1336243	15
11.13938059	3.911331985	14.99999835
13.60453445	2.2001247	14.99999996
15	-2.78E-16	15
-15	1.8	11.2
-13.6045344	4.000123728	11.2
-11.1393792	5.711331072	11.2
-7.8719568	6.933622032	11.2
-4.0696896	7.666996608	11.2
-4.44E-16	7.9114548	11.2
4.0696896	7.666996608	11.2
7.8719568	6.933622032	11.2
11.13938059	5.711330059	11.19999877
13.60453445	4.000123723	11.19999997
15	1.8	11.2
-15	3.2	7.8
-13.6045344	5.400122972	7.8
-11.1393792	7.111329728	7.8
-7.8719568	8.333620268	7.8
-4.0696896	9.066994592	7.8
-4.44E-16	9.3114527	7.8
4.0696896	9.066994592	7.8
7.8719568	8.333620268	7.8
11.13938059	7.111328561	7.799999142
13.60453445	5.400122962	7.799999977
15	3.2	7.8
-15	4.2	4.8
-13.6045344	6.400122432	4.8
-11.1393792	8.111328768	4.8
-7.8719568	9.333619008	4.8
-4.0696896	10.06699315	4.8
-4.44E-16	10.3114512	4.8
4.0696896	10.06699315	4.8
7.8719568	9.333619008	4.8
11.13938059	8.111327491	4.799999472
13.60453445	6.400122419	4.799999986
15	4.2	4.8
-15	4.8	2.2
-13.6045344	7.000122108	2.2
-11.1393792	8.711328192	2.2
-7.8719568	9.933618252	2.2
-4.0696896	10.66699229	2.2
-4.44E-16	10.9114503	2.2
4.0696896	10.66699229	2.2
7.8719568	9.933618252	2.2
11.13938059	8.711326849	2.199999758
13.60453445	7.000122094	2.199999993
15	4.8	2.2
-15	5	0
-13.6045344	7.200122	0
-11.1393792	8.911328	0
-7.8719568	10.133618	0
-4.0696896	10.866992	0
-4.44E-16	11.11145	0
4.0696896	10.866992	0
7.8719568	10.133618	0
11.13938059	8.911326635	0
13.60453445	7.200121985	0
15	5	0
-15	4.8	-2.2
-13.6045344	7.000122108	-2.2
-11.1393792	8.711328192	-2.2
-7.8719568	9.933618252	-2.2
-4.0696896	10.66699229	-2.2
-4.44E-16	10.9114503	-2.2
4.0696896	10.66699229	-2.2
7.8719568	9.933618252	-2.2
11.13938059	8.711326849	-2.199999758
13.60453445	7.000122094	-2.199999993
15	4.8	-2.2
-15	4.2	-4.8
-13.6045344	6.400122432	-4.8
-11.1393792	8.111328768	-4.8
-7.8719568	9.333619008	-4.8
-4.0696896	10.06699315	-4.8
-4.44E-16	10.3114512	-4.8
4.0696896	10.06699315	-4.8
7.8719568	9.333619008	-4.8
11.13938059	8.111327491	-4.799999472
13.60453445	6.400122419	-4.799999986
15	4.2	-4.8
-14.9999985	3.1999995	-7.8000005
-13.60453304	5.400122252	-7.8000005
-11.13937809	7.111328837	-7.8000005
-7.871956013	8.333619255	-7.8000005
-4.069689193	9.066993505	-7.8000005
-4.44E-16	9.311451589	-7.8000005
4.069689193	9.066993505	-7.8000005
7.871956013	8.333619255	-7.8000005
11.13937948	7.11132767	-7.799999642
13.60453308	5.400122242	-7.800000477
14.9999985	3.1999995	-7.8000005
-15	1.8	-11.2
-13.6045344	4.000123728	-11.2
-11.1393792	5.711331072	-11.2
-7.8719568	6.933622032	-11.2
-4.0696896	7.666996608	-11.2
-4.44E-16	7.9114548	-11.2
4.0696896	7.666996608	-11.2
7.8719568	6.933622032	-11.2
11.13938059	5.711330059	-11.19999877
13.60453445	4.000123723	-11.19999997
15	1.8	-11.2
-15	-3.24E-16	-15
-13.6045344	2.2001247	-15
-11.1393792	3.9113328	-15
-7.8719568	5.1336243	-15
-4.0696896	5.8669992	-15
-4.44E-16	6.1114575	-15
4.0696896	5.8669992	-15
7.8719568	5.1336243	-15
11.13938059	3.911331985	-14.99999835
13.60453445	2.2001247	-14.99999996
15	-2.78E-16	-15
